 30
 30

    8
   12
   15
    2
   13
    7
    4
    4
    2
    8
    1
    6
   14
   17
   15
   11
   17
   10
    4
    2
   13
    6
   15
   15
   20
   19
    1
    2
   20
   18

   12
   13
    2
   19
   16
   17
    8
    8
    5
    7
   17
   14
    6
   20
   12
   16
    4
    8
    2
    1
   11
    1
   17
    6
    2
   10
   16
   17
    1
   13

   0    0     0    738 
   0    1     0    618 
   0    2     0    707 
   0    3     0    259 
   0    4     0    588 
   0    5     0    441 
   0    6     0    461 
   0    7     0    468 
   0    8     0    494 
   0    9     0    613 
   0   10     0    524 
   0   11     0    339 
   0   12     0    597 
   0   13     0    480 
   0   14     0    280 
   0   15     0    284 
   0   16     0    339 
   0   17     0    440 
   0   18     0    545 
   0   19     0    622 
   0   20     0    240 
   0   21     0    224 
   0   22     0    731 
   0   23     0    310 
   0   24     0    734 
   0   25     0    299 
   0   26     0    309 
   0   27     0    440 
   0   28     0    315 
   0   29     0    323 
   1    0     0    590 
   1    1     0    467 
   1    2     0    251 
   1    3     0    293 
   1    4     0    563 
   1    5     0    552 
   1    6     0    762 
   1    7     0    442 
   1    8     0    648 
   1    9     0    746 
   1   10     0    641 
   1   11     0    405 
   1   12     0    674 
   1   13     0    582 
   1   14     0    411 
   1   15     0    291 
   1   16     0    416 
   1   17     0    703 
   1   18     0    376 
   1   19     0    551 
   1   20     0    491 
   1   21     0    434 
   1   22     0    364 
   1   23     0    662 
   1   24     0    428 
   1   25     0    279 
   1   26     0    648 
   1   27     0    368 
   1   28     0    258 
   1   29     0    492 
   2    0     0    229 
   2    1     0    262 
   2    2     0    269 
   2    3     0    736 
   2    4     0    520 
   2    5     0    787 
   2    6     0    448 
   2    7     0    452 
   2    8     0    303 
   2    9     0    758 
   2   10     0    568 
   2   11     0    529 
   2   12     0    551 
   2   13     0    311 
   2   14     0    457 
   2   15     0    766 
   2   16     0    390 
   2   17     0    704 
   2   18     0    266 
   2   19     0    543 
   2   20     0    510 
   2   21     0    627 
   2   22     0    467 
   2   23     0    656 
   2   24     0    792 
   2   25     0    330 
   2   26     0    787 
   2   27     0    262 
   2   28     0    311 
   2   29     0    487 
   3    0     0    417 
   3    1     0    504 
   3    2     0    300 
