 30
 30

   18
   10
    8
    4
   16
    9
    7
    2
    5
    9
   10
    5
   11
   14
   10
   13
    2
   11
   19
   15
    7
    4
   20
    7
   19
   18
    8
   15
    7
    9

    8
   15
   12
    4
    7
   19
   17
   17
   17
   15
   10
    6
   16
    5
   12
    6
    4
    2
   15
    1
    7
    9
   17
   20
    8
   17
   14
    1
    4
    7

   0    0     0    302 
   0    1     0    210 
   0    2     0    540 
   0    3     0    588 
   0    4     0    298 
   0    5     0    288 
   0    6     0    799 
   0    7     0    235 
   0    8     0    784 
   0    9     0    454 
   0   10     0    770 
   0   11     0    420 
   0   12     0    574 
   0   13     0    764 
   0   14     0    316 
   0   15     0    323 
   0   16     0    653 
   0   17     0    504 
   0   18     0    671 
   0   19     0    275 
   0   20     0    739 
   0   21     0    359 
   0   22     0    354 
   0   23     0    621 
   0   24     0    665 
   0   25     0    572 
   0   26     0    267 
   0   27     0    360 
   0   28     0    750 
   0   29     0    618 
   1    0     0    701 
   1    1     0    282 
   1    2     0    443 
   1    3     0    792 
   1    4     0    690 
   1    5     0    343 
   1    6     0    494 
   1    7     0    475 
   1    8     0    361 
   1    9     0    322 
   1   10     0    444 
   1   11     0    478 
   1   12     0    571 
   1   13     0    553 
   1   14     0    204 
   1   15     0    370 
   1   16     0    698 
   1   17     0    280 
   1   18     0    774 
   1   19     0    318 
   1   20     0    566 
   1   21     0    376 
   1   22     0    530 
   1   23     0    729 
   1   24     0    300 
   1   25     0    673 
   1   26     0    367 
   1   27     0    576 
   1   28     0    726 
   1   29     0    325 
   2    0     0    243 
   2    1     0    687 
   2    2     0    602 
   2    3     0    377 
   2    4     0    203 
   2    5     0    321 
   2    6     0    393 
   2    7     0    271 
   2    8     0    356 
   2    9     0    597 
   2   10     0    466 
   2   11     0    638 
   2   12     0    416 
   2   13     0    208 
   2   14     0    646 
   2   15     0    457 
   2   16     0    338 
   2   17     0    227 
   2   18     0    410 
   2   19     0    741 
   2   20     0    274 
   2   21     0    265 
   2   22     0    394 
   2   23     0    571 
   2   24     0    555 
   2   25     0    416 
   2   26     0    288 
   2   27     0    230 
   2   28     0    224 
   2   29     0    645 
   3    0     0    433 
   3    1     0    622 
   3    2     0    698 
   3    3     0    783 
   3    4     0    259 
   3    5     0    443 
   3    6     0    363 
   3    7     0    758 
   3    8     0    465 
   3    9     0    365 
   3   10     0    658 
   3   11     0    542 
   3   12     0    367 
   3   13     0    789 
   3   14     0    483 
   3   15     0    328 
   3   16     0    266 
   3   17     0    552 
   3   18     0    360 
   3   19     0    452 
   3   20     0    656 
   3   21     0    270 
   3   22     0    781 
   3   23     0    701 
   3   24     0    352 
   3   25     0    366 
   3   26     0    415 
   3   27     0    484 
   3   28     0    531 
   3   29     0    251 
   4    0     0    398 
   4    1     0    613 
   4    2     0    574 
   4    3     0    739 
   4    4     0    422 
   4    5     0    556 
   4    6     0    795 
   4    7     0    293 
   4    8     0    340 
   4    9     0    255 
   4   10     0    481 
   4   11     0    788 
   4   12     0    683 
   4   13     0    436 
   4   14     0    327 
   4   15     0    398 
   4   16     0    299 
   4   17     0    401 
   4   18     0    439 
   4   19     0    284 
   4   20     0    563 
   4   21     0    566 
   4   22     0    618 
   4   23     0    535 
   4   24     0    732 
   4   25     0    604 
   4   26     0    595 
   4   27     0    585 
   4   28     0    566 
   4   29     0    749 
   5    0     0    709 
   5    1     0    250 
   5    2     0    635 
   5    3     0    712 
   5    4     0    777 
   5    5     0    339 
   5    6     0    783 
   5    7     0    548 
   5    8     0    648 
   5    9     0    389 
   5   10     0    648 
   5   11     0    705 
   5   12     0    551 
   5   13     0    392 
   5   14     0    312 
   5   15     0    724 
   5   16     0    669 
   5   17     0    649 
   5   18     0    614 
   5   19     0    466 
   5   20     0    331 
   5   21     0    759 
   5   22     0    353 
   5   23     0    328 
   5   24     0    450 
   5   25     0    500 
   5   26     0    262 
   5   27     0    575 
   5   28     0    270 
   5   29     0    508 
   6    0     0    314 
   6    1     0    430 
   6    2     0    617 
   6    3     0    676 
   6    4     0    231 
   6    5     0    737 
   6    6     0    631 
   6    7     0    799 
   6    8     0    425 
   6    9     0    364 
   6   10     0    205 
   6   11     0    346 
   6   12     0    729 
   6   13     0    216 
   6   14     0    716 
   6   15     0    344 
   6   16     0    655 
   6   17     0    548 
   6   18     0    291 
   6   19     0    390 
   6   20     0    475 
   6   21     0    332 
   6   22     0    214 
   6   23     0    310 
   6   24     0    335 
   6   25     0    679 
   6   26     0    715 
   6   27     0    405 
   6   28     0    261 
   6   29     0    752 
   7    0     0    287 
   7    1     0    501 
   7    2     0    454 
   7    3     0    503 
   7    4     0    685 
   7    5     0    243 
   7    6     0    470 
   7    7     0    564 
   7    8     0    520 
   7    9     0    409 
   7   10     0    424 
   7   11     0    792 
   7   12     0    488 
   7   13     0    398 
   7   14     0    206 
   7   15     0    640 
   7   16     0    350 
   7   17     0    496 
   7   18     0    416 
   7   19     0    314 
   7   20     0    326 
   7   21     0    579 
   7   22     0    656 
   7   23     0    543 
   7   24     0    321 
   7   25     0    759 
   7   26     0    224 
