 20
 20

   27
    6
   13
    4
   23
   28
   26
   11
   31
   26
   16
   23
   24
   20
   33
   50
   45
    8
    5
   12

   28
   36
    9
    3
   10
   21
    5
   33
   14
    6
    8
   30
   35
   38
   43
    4
   44
   12
   46
    6

   0    0     0    740 
   0    1     0    330 
   0    2     0    768 
   0    3     0    315 
   0    4     0    771 
   0    5     0    747 
   0    6     0    295 
   0    7     0    449 
   0    8     0    319 
   0    9     0    740 
   0   10     0    268 
   0   11     0    297 
   0   12     0    491 
   0   13     0    482 
   0   14     0    274 
   0   15     0    383 
   0   16     0    434 
   0   17     0    584 
   0   18     0    684 
   0   19     0    690 
   1    0     0    662 
   1    1     0    523 
   1    2     0    777 
   1    3     0    495 
   1    4     0    510 
   1    5     0    261 
   1    6     0    549 
   1    7     0    216 
   1    8     0    298 
   1    9     0    587 
   1   10     0    412 
   1   11     0    771 
   1   12     0    510 
   1   13     0    235 
   1   14     0    677 
   1   15     0    286 
   1   16     0    513 
   1   17     0    617 
   1   18     0    785 
   1   19     0    659 
   2    0     0    440 
   2    1     0    749 
   2    2     0    504 
   2    3     0    643 
   2    4     0    381 
   2    5     0    451 
   2    6     0    486 
   2    7     0    558 
   2    8     0    321 
   2    9     0    697 
   2   10     0    266 
   2   11     0    628 
   2   12     0    285 
   2   13     0    460 
   2   14     0    270 
   2   15     0    784 
   2   16     0    332 
   2   17     0    692 
   2   18     0    673 
   2   19     0    693 
   3    0     0    587 
   3    1     0    627 
   3    2     0    372 
   3    3     0    436 
   3    4     0    624 
   3    5     0    571 
   3    6     0    429 
   3    7     0    405 
   3    8     0    500 
   3    9     0    435 
   3   10     0    721 
   3   11     0    292 
   3   12     0    286 
   3   13     0    438 
   3   14     0    716 
   3   15     0    610 
   3   16     0    736 
   3   17     0    395 
   3   18     0    689 
   3   19     0    620 
   4    0     0    524 
   4    1     0    266 
   4    2     0    463 
   4    3     0    662 
   4    4     0    357 
   4    5     0    482 
   4    6     0    256 
   4    7     0    530 
   4    8     0    739 
   4    9     0    492 
   4   10     0    525 
   4   11     0    621 
   4   12     0    716 
   4   13     0    549 
   4   14     0    254 
   4   15     0    347 
   4   16     0    283 
   4   17     0    475 
   4   18     0    560 
   4   19     0    643 
   5    0     0    284 
   5    1     0    378 
   5    2     0    767 
   5    3     0    714 
   5    4     0    295 
   5    5     0    622 
   5    6     0    637 
   5    7     0    316 
   5    8     0    430 
   5    9     0    412 
   5   10     0    263 
   5   11     0    586 
   5   12     0    403 
   5   13     0    706 
   5   14     0    211 
   5   15     0    783 
   5   16     0    365 
   5   17     0    700 
   5   18     0    493 
   5   19     0    298 
   6    0     0    365 
   6    1     0    794 
   6    2     0    714 
   6    3     0    560 
   6    4     0    251 
   6    5     0    546 
   6    6     0    488 
   6    7     0    792 
   6    8     0    204 
   6    9     0    266 
   6   10     0    782 
   6   11     0    411 
   6   12     0    777 
   6   13     0    781 
   6   14     0    631 
   6   15     0    224 
   6   16     0    328 
   6   17     0    611 
   6   18     0    607 
   6   19     0    785 
   7    0     0    321 
   7    1     0    448 
   7    2     0    689 
   7    3     0    414 
   7    4     0    229 
   7    5     0    350 
   7    6     0    312 
   7    7     0    741 
   7    8     0    240 
   7    9     0    475 
   7   10     0    329 
   7   11     0    564 
   7   12     0    297 
   7   13     0    281 
   7   14     0    792 
   7   15     0    536 
   7   16     0    429 
   7   17     0    632 
   7   18     0    524 
   7   19     0    457 
   8    0     0    530 
   8    1     0    528 
   8    2     0    297 
   8    3     0    397 
   8    4     0    667 
   8    5     0    287 
   8    6     0    241 
   8    7     0    277 
   8    8     0    244 
   8    9     0    290 
   8   10     0    511 
   8   11     0    709 
   8   12     0    796 
   8   13     0    584 
   8   14     0    326 
   8   15     0    524 
   8   16     0    588 
   8   17     0    544 
   8   18     0    771 
   8   19     0    614 
   9    0     0    722 
   9    1     0    737 
   9    2     0    272 
   9    3     0    493 
   9    4     0    393 
   9    5     0    304 
   9    6     0    348 
   9    7     0    309 
   9    8     0    211 
   9    9     0    327 
   9   10     0    370 
   9   11     0    634 
   9   12     0    771 
   9   13     0    648 
   9   14     0    799 
   9   15     0    702 
   9   16     0    576 
   9   17     0    367 
   9   18     0    377 
   9   19     0    436 
  10    0     0    241 
  10    1     0    673 
  10    2     0    294 
  10    3     0    337 
  10    4     0    333 
  10    5     0    698 
  10    6     0    496 
  10    7     0    646 
  10    8     0    284 
  10    9     0    467 
  10   10     0    766 
  10   11     0    527 
  10   12     0    248 
  10   13     0    491 
  10   14     0    453 
  10   15     0    650 
  10   16     0    538 
  10   17     0    392 
  10   18     0    261 
  10   19     0    595 
  11    0     0    569 
  11    1     0    467 
  11    2     0    258 
  11    3     0    669 
  11    4     0    489 
  11    5     0    227 
  11    6     0    467 
  11    7     0    269 
  11    8     0    416 
  11    9     0    510 
  11   10     0    230 
  11   11     0    752 
  11   12     0    487 
  11   13     0    692 
  11   14     0    569 
  11   15     0    252 
  11   16     0    256 
  11   17     0    488 
  11   18     0    649 
  11   19     0    714 
  12    0     0    499 
  12    1     0    795 
  12    2     0    768 
  12    3     0    702 
  12    4     0    756 
  12    5     0    311 
  12    6     0    646 
  12    7     0    599 
  12    8     0    611 
  12    9     0    338 
  12   10     0    613 
  12   11     0    351 
  12   12     0    775 
  12   13     0    530 
  12   14     0    665 
  12   15     0    454 
  12   16     0    735 
  12   17     0    700 
  12   18     0    235 
  12   19     0    546 
  13    0     0    517 
  13    1     0    340 
  13    2     0    445 
  13    3     0    305 
  13    4     0    577 
  13    5     0    428 
  13    6     0    261 
  13    7     0    479 
  13    8     0    240 
  13    9     0    705 
  13   10     0    773 
  13   11     0    522 
  13   12     0    663 
  13   13     0    379 
  13   14     0    711 
  13   15     0    436 
  13   16     0    732 
  13   17     0    649 
  13   18     0    273 
  13   19     0    682 
  14    0     0    232 
  14    1     0    230 
  14    2     0    662 
  14    3     0    671 
  14    4     0    309 
  14    5     0    393 
  14    6     0    770 
  14    7     0    365 
  14    8     0    494 
  14    9     0    424 
  14   10     0    263 
  14   11     0    250 
  14   12     0    215 
  14   13     0    767 
  14   14     0    710 
  14   15     0    750 
  14   16     0    728 
  14   17     0    548 
  14   18     0    474 
  14   19     0    200 
  15    0     0    719 
  15    1     0    377 
  15    2     0    787 
  15    3     0    718 
  15    4     0    778 
  15    5     0    425 
  15    6     0    330 
  15    7     0    614 
  15    8     0    309 
  15    9     0    235 
  15   10     0    750 
  15   11     0    578 
  15   12     0    507 
  15   13     0    421 
  15   14     0    642 
  15   15     0    313 
  15   16     0    295 
  15   17     0    695 
  15   18     0    631 
  15   19     0    355 
  16    0     0    210 
  16    1     0    766 
  16    2     0    465 
  16    3     0    287 
  16    4     0    777 
  16    5     0    772 
  16    6     0    303 
  16    7     0    338 
  16    8     0    556 
  16    9     0    777 
  16   10     0    286 
  16   11     0    728 
  16   12     0    502 
  16   13     0    787 
  16   14     0    541 
  16   15     0    294 
  16   16     0    584 
  16   17     0    317 
  16   18     0    340 
  16   19     0    359 
  17    0     0    686 
  17    1     0    625 
  17    2     0    763 
  17    3     0    715 
  17    4     0    450 
  17    5     0    300 
  17    6     0    591 
  17    7     0    484 
  17    8     0    495 
  17    9     0    356 
  17   10     0    497 
  17   11     0    287 
  17   12     0    696 
  17   13     0    640 
  17   14     0    552 
  17   15     0    719 
  17   16     0    332 
  17   17     0    308 
  17   18     0    296 
  17   19     0    212 
  18    0     0    278 
  18    1     0    224 
  18    2     0    668 
  18    3     0    446 
  18    4     0    646 
  18    5     0    348 
  18    6     0    423 
  18    7     0    590 
  18    8     0    419 
  18    9     0    618 
  18   10     0    655 
  18   11     0    358 
  18   12     0    242 
  18   13     0    535 
  18   14     0    421 
  18   15     0    260 
  18   16     0    589 
  18   17     0    779 
  18   18     0    296 
  18   19     0    318 
  19    0     0    569 
  19    1     0    547 
  19    2     0    602 
  19    3     0    229 
  19    4     0    328 
  19    5     0    743 
  19    6     0    617 
  19    7     0    737 
  19    8     0    773 
  19    9     0    404 
  19   10     0    435 
  19   11     0    227 
  19   12     0    734 
  19   13     0    349 
  19   14     0    278 
  19   15     0    782 
  19   16     0    272 
  19   17     0    245 
  19   18     0    751 
  19   19     0    686 
